Date,Session source / medium,Device category,Browser,Language,Page path and screen class,Landing page,Country,City,Total users,Sessions,Engaged sessions,Average session length (sec),Views,Conversions,Revenue,Calc Goals
2022-11-13,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR0OIsG_FQ31WMfR_V_Ql55ok7Ma0viHivPXPk_1vL60N2AGOYbQT-JlOsY,/no-frills2022?fbclid=IwAR0OIsG_FQ31WMfR_V_Ql55ok7Ma0viHivPXPk_1vL60N2AGOYbQT-JlOsY,United States,Tucson,1,1,0,0,1,0,,below
2022-11-13,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR1KJXmf929mZkAYxhPIoHA_vORFFDE0ewOUKWtJAbgRLEs6M7NBnsMxk_M,/no-frills2022?fbclid=IwAR05GrsVqOX7MUJfit7PG06zsRReH9lhOJqmiVXwxnnohpuFQ3mA20lPPVI,United States,Las Vegas,1,1,0,0,1,0,,below
2022-11-13,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR1KJXmf929mZkAYxhPIoHA_vORFFDE0ewOUKWtJAbgRLEs6M7NBnsMxk_M,/no-frills2022?fbclid=IwAR1KJXmf929mZkAYxhPIoHA_vORFFDE0ewOUKWtJAbgRLEs6M7NBnsMxk_M,United States,Phoenix,1,1,0,0,1,0,,below
2022-11-13,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR1KJXmf929mZkAYxhPIoHA_vORFFDE0ewOUKWtJAbgRLEs6M7NBnsMxk_M,/no-frills2022?fbclid=IwAR1KJXmf929mZkAYxhPIoHA_vORFFDE0ewOUKWtJAbgRLEs6M7NBnsMxk_M,United States,Tucson,1,1,0,0,2,0,,below
2022-11-13,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR1KJXmf929mZkAYxhPIoHA_vORFFDE0ewOUKWtJAbgRLEs6M7NBnsMxk_M,/no-frills2022?fbclid=IwAR3rOzGOs8Aenc-OZWoRnfJdCIDi2bYBlDiBLUcRzbfue_-4j3AOJBzXGGM,United States,Tucson,1,1,0,0,1,0,,below
2022-11-13,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR3rOzGOs8Aenc-OZWoRnfJdCIDi2bYBlDiBLUcRzbfue_-4j3AOJBzXGGM,/no-frills2022?fbclid=IwAR3rOzGOs8Aenc-OZWoRnfJdCIDi2bYBlDiBLUcRzbfue_-4j3AOJBzXGGM,United States,Tucson,1,1,0,0,1,0,,below
2022-11-14,(direct) / (none),mobile,Chrome,English,/,/more,United States,Tucson,1,1,0,1,1,0,,below
2022-11-14,(direct) / (none),mobile,Chrome,English,/more,/more,United States,Tucson,1,1,1,7,2,0,,below
2022-11-14,(direct) / (none),mobile,Chrome,English,/photos,/more,United States,Tucson,1,1,0,5,1,0,,below
2022-11-14,(direct) / (none),mobile,Chrome,English,/staff,/more,United States,Tucson,1,1,0,34,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/,/,United States,Bountiful,1,1,0,22,1,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/,/,United States,Chadron,1,1,1,8,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/,/,United States,Cut Bank,1,1,0,3,1,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/cart-page,/,United States,Chadron,1,1,0,9,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/cart-page%3FappSectionParams=%7B%22origin%22%3A%22product-page%22%7D,/,United States,Chadron,1,1,0,15,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/checkout,/,United States,Chadron,1,1,0,55,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/checkout%3FappSectionParams=%7B%22a11y%22%3Atrue%2C%22cartId%22%3A%226f59307c-05ba-4db1-80c1-f621664d,/,United States,Chadron,1,1,0,0,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/classes,/,United States,Chadron,1,1,0,16,2,2,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/event-details/adult-lucid-dance,/,United States,Chadron,1,1,0,0,2,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/event-details/winter-start-celebration,/event-details/winter-start-celebration,United States,Los Angeles,1,1,1,36,4,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/product-page/adult-contemporary-dance,(not set),United States,Torrington,1,1,0,0,0,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/product-page/adult-contemporary-dance,/,United States,Bountiful,1,1,1,0,0,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/product-page/adult-contemporary-dance,/,United States,Cut Bank,1,1,0,0,0,0,,below
2022-11-14,(direct) / (none),mobile,Safari,English,/product-page/lucid-dance-drop-in-class-fee,/,United States,Chadron,1,1,0,15,2,0,,below
2022-11-14,(direct) / (none),mobile,Samsung Internet,English,/,/classes,United States,Tucson,1,1,1,57,1,0,,below
2022-11-14,(direct) / (none),mobile,Samsung Internet,English,/classes,/classes,United States,Tucson,1,1,0,5,1,1,,below
2022-11-14,google / organic,desktop,Chrome,English,/classes,/classes,United States,Tucson,1,1,1,43,1,2,,below
2022-11-14,google / organic,desktop,Chrome,English,/nafissa,/classes,United States,Tucson,1,1,0,61,1,0,,below
2022-11-14,google / organic,desktop,Chrome,English,/staff,/classes,United States,Tucson,1,1,0,5,1,0,,below
2022-11-14,google / organic,desktop,Chrome,Norwegian Bokmål,/nafissa,/nafissa,Norway,Oslo Municipality,1,1,1,3,2,0,,below
2022-11-14,google / organic,desktop,Chrome,Russian,/,(not set),United States,Austin,1,1,0,7,0,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/,/,United States,Redmond,1,1,1,3,4,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/,/,United States,Tucson,2,2,2,21.5,8,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/classes,/,United States,Redmond,1,1,0,23,2,2,,below
2022-11-14,google / organic,mobile,Chrome,English,/classes,/,United States,Tucson,2,2,0,67.5,12,12,,below
2022-11-14,google / organic,mobile,Chrome,English,/event-details/NoFrills,/,United States,Tucson,1,1,0,2,2,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/event-details/adult-lucid-dance,/,United States,Tucson,1,1,0,9,2,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Phoenix,1,2,2,0,4,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/event-details/somatic-therapy-for-seniors,/,United States,Tucson,1,1,0,25,2,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/event-details/winter-start-celebration,/,United States,Tucson,1,1,0,17,2,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/nafissa,/,United States,Tucson,1,1,0,4,2,0,,below
2022-11-14,google / organic,mobile,Chrome,English,/staff,/,United States,Tucson,1,1,0,6,2,0,,below
2022-11-14,google / organic,mobile,Safari,English,/,/,United States,Tucson,1,1,1,22,4,0,,below
2022-11-14,google / organic,mobile,Safari,English,/,/cart-page?appSectionParams=%7B%22origin%22%3A%22product-page%22%7D,United States,Tucson,1,1,0,54,2,2,,below
2022-11-14,google / organic,mobile,Safari,English,/cart-page,/cart-page?appSectionParams=%7B%22origin%22%3A%22product-page%22%7D,United States,Tucson,1,1,0,1,1,0,,below
2022-11-14,google / organic,mobile,Safari,English,/cart-page%3FappSectionParams=%7B%22origin%22%3A%22product-page%22%7D,/cart-page?appSectionParams=%7B%22origin%22%3A%22product-page%22%7D,United States,Tucson,1,1,0,1,1,0,,below
2022-11-14,google / organic,mobile,Safari,English,/classes,(not set),United States,Lewiston,1,1,0,0,0,0,,below
2022-11-14,google / organic,mobile,Safari,English,/classes,(not set),United States,Selma,1,1,0,0,0,0,,below
2022-11-14,google / organic,mobile,Safari,English,/classes,/classes,United States,Hardin,1,1,1,0,2,2,,below
2022-11-14,google / organic,mobile,Safari,English,/photos,/,United States,Tucson,1,1,0,19,2,0,,below
2022-11-14,google / organic,mobile,Safari,English,/product-page/adult-contemporary-dance,/,United States,Tucson,1,1,0,0,2,0,,below
2022-11-14,google / organic,mobile,Safari,English,/product-page/adult-contemporary-dance,/cart-page?appSectionParams=%7B%22origin%22%3A%22product-page%22%7D,United States,Tucson,1,1,1,0,0,0,,below
2022-11-14,google / organic,mobile,Safari,English,/shop,/,United States,Tucson,1,1,0,71,4,0,,below
2022-11-14,google / organic,mobile,Safari,English,/staff,/,United States,Tucson,1,1,0,8,2,0,,below
2022-11-14,l.facebook.com / referral,desktop,Chrome,English,/classes,/classes,United States,New York,1,1,1,33,1,1,,below
2022-11-14,l.facebook.com / referral,desktop,Chrome,English,/event-details/NoFrills,/classes,United States,New York,1,1,0,7,2,0,,below
2022-11-14,l.facebook.com / referral,desktop,Chrome,English,/no-frills2022,/no-frills2022?fbclid=IwAR2YCNi514Nt0zS_UpOdHu3u_VWGaU8s6i4cLivKXcjZsbFogK9lgOdYwFA,United States,Tucson,1,1,1,29,1,0,,below
2022-11-14,l.facebook.com / referral,desktop,Chrome,English,/no-frills2022%3Ffbclid=IwAR2YCNi514Nt0zS_UpOdHu3u_VWGaU8s6i4cLivKXcjZsbFogK9lgOdYwFA,/no-frills2022?fbclid=IwAR2YCNi514Nt0zS_UpOdHu3u_VWGaU8s6i4cLivKXcjZsbFogK9lgOdYwFA,United States,Tucson,1,1,0,0,1,0,,below
2022-11-14,l.facebook.com / referral,desktop,Chrome,English,/staff,/classes,United States,New York,1,1,0,40,2,0,,below
2022-11-14,lm.facebook.com / referral,mobile,Android Webview,French,/event-details/NoFrills,/event-details/NoFrills?lang=fr,France,Lyon,1,1,1,0,1,0,,below
2022-11-14,lm.facebook.com / referral,mobile,Android Webview,French,/event-details/NoFrills%3Flang=fr,/event-details/NoFrills?lang=fr,France,Lyon,1,1,0,0,1,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/,/,United States,(not set),1,1,1,1,2,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/,/,United States,Cedar Falls,1,1,1,0,2,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/classes,/,United States,Cedar Falls,1,1,0,49,2,2,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/event-details/aerial-community-class-youth-adult,/,United States,Cedar Falls,1,1,0,9,2,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/event-details/aerial-community-class-youth-adult,/event-details/aerial-community-class-youth-adult,South Korea,Busan,1,1,0,0,1,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/event-details/aerial-community-class-youth-adult/ticket-form,/,United States,Cedar Falls,1,1,0,1,1,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/staff,/,United States,Cedar Falls,1,1,0,23,4,0,,below
2022-11-15,(direct) / (none),desktop,Chrome,English,/van,/,United States,Cedar Falls,1,1,0,12,2,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/,/,United States,(not set),1,1,1,0,2,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/,/,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/classes,/,United States,(not set),1,1,0,75,4,4,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/classes,/,United States,Chicago,1,1,0,20,0,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/event-details/aerial-community-class-youth-adult,/,United States,Chicago,1,1,0,18,2,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/staff,/,United States,(not set),1,1,0,37,2,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/staff,/,United States,Chicago,1,1,0,42,0,0,,below
2022-11-15,(direct) / (none),desktop,Safari,English,/teachermarie,/,United States,(not set),1,1,0,0,2,1,,below
2022-11-15,(direct) / (none),mobile,Safari,English,/event-details/aerial-community-class-youth-adult,/event-details/aerial-community-class-youth-adult,United States,Tempe,1,1,1,68,6,0,,below
2022-11-15,(direct) / (none),mobile,Safari,Turkish,/,/,Turkey,Izmir,1,1,1,1,2,0,,below
2022-11-15,(direct) / (none),mobile,Safari (in-app),English,/event-details/aerial-community-class-youth-adult,(not set),United States,Casas Adobes,1,1,0,0,0,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/cart-page,/classes,United States,Tucson,1,1,0,2,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/cart-page,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,7,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/cart-page%3FappSectionParams=%7B%22origin%22%3A%22cart-popup%22%7D,/classes,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/cart-page%3FappSectionParams=%7B%22origin%22%3A%22product-page%22%7D,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/checkout,/classes,United States,Tucson,1,1,0,3,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/checkout,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,64,2,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/checkout%3FappSectionParams=%7B%22a11y%22%3Atrue%2C%22cartId%22%3A%22383f0d6a-0778-42e9-9e9e-e414923c,/classes,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/checkout%3FappSectionParams=%7B%22a11y%22%3Atrue%2C%22cartId%22%3A%22383f0d6a-0778-42e9-9e9e-e414923c,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/checkout%3FappSectionParams=%7B%22a11y%22%3Atrue%2C%22cartId%22%3A%227e8a779d-3c4c-4ba3-81a8-35f60787,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/classes,/classes,United States,Tucson,1,1,1,7,2,2,,below
2022-11-15,google / organic,desktop,Chrome,English,/classes,/event-details/adult-contemporary-dance,United States,Tucson,1,1,1,0,0,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/event-details/adult-contemporary-dance,/classes,United States,Tucson,1,1,0,4,2,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/event-details/adult-contemporary-dance,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,34,2,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/nafissa,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,4,2,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/product-page/adult-contemporary-dance,/classes,United States,Tucson,1,1,0,2,2,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/product-page/adult-contemporary-dance,/event-details/adult-contemporary-dance,United States,Tucson,1,1,0,5,4,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/thank-you-page/bb993a48-1016-4178-bbed-78867e3a18d6,/classes,United States,Tucson,1,1,0,23,1,1,25,below
2022-11-15,google / organic,desktop,Chrome,English,/thank-you-page/bb993a48-1016-4178-bbed-78867e3a18d6%3FappSectionParams=%7B%22objectType%22%3A%22order,/classes,United States,Tucson,1,1,0,0,1,0,,below
2022-11-15,google / organic,desktop,Chrome,English,/winterstart,/winterstart,United States,Phoenix,1,1,1,3,2,0,,below
2022-11-15,google / organic,desktop,Safari,English,/classes,/classes,United States,Pine Ridge,1,1,1,163,4,4,,below
2022-11-15,google / organic,desktop,Safari,English,/event-details/youngadultaerial,/classes,United States,Pine Ridge,1,1,0,15,2,0,,below
2022-11-15,google / organic,desktop,Safari,English,/photos,/classes,United States,Pine Ridge,1,1,0,34,2,0,,below
2022-11-15,google / organic,desktop,Safari,English,/staff,/classes,United States,Pine Ridge,1,1,0,45,2,0,,below
2022-11-15,google / organic,desktop,Safari,English,/videos-performances,/classes,United States,Pine Ridge,1,1,0,16,2,0,,below
2022-11-15,google / organic,mobile,Chrome,English,/event-details/NoFrills,/event-details/NoFrills?lang=zh,United States,Phoenix,1,1,1,21,1,0,,below
2022-11-15,google / organic,mobile,Chrome,English,/event-details/NoFrills%3Flang=zh,/event-details/NoFrills?lang=zh,United States,Phoenix,1,1,0,0,1,0,,below
2022-11-15,google / organic,mobile,Chrome,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Phoenix,1,1,1,0,2,0,,below
2022-11-15,google / organic,mobile,Chrome,English,/winterstart,(not set),United States,Tucson,1,1,0,0,0,0,,below
2022-11-15,google / organic,mobile,Safari,English,/,/,United States,Bullhead City,1,1,1,46,9,0,,below
2022-11-15,google / organic,mobile,Safari,English,/,/,United States,Granby,1,1,0,0,1,0,,below
2022-11-15,google / organic,mobile,Safari,English,/,/,United States,San Luis Obispo,1,1,1,24,2,0,,below
2022-11-15,google / organic,mobile,Safari,English,/classes,/,United States,Bullhead City,1,1,0,32,2,2,,below
2022-11-15,google / organic,mobile,Safari,English,/classes,/event-details/winter-start-celebration,United States,Tucson,1,1,1,0,0,0,,below
2022-11-15,google / organic,mobile,Safari,English,/event-details/aerial-community-class-youth-adult,/,United States,Bullhead City,1,1,0,33,2,0,,below
2022-11-15,google / organic,mobile,Safari,English,/event-details/winter-start-celebration,/event-details/winter-start-celebration,United States,Tucson,1,1,0,62,2,0,,below
2022-11-15,google / organic,mobile,Safari,English,/shop,/,United States,Bullhead City,1,1,0,3,2,0,,below
2022-11-15,google / organic,mobile,Safari,English,/testimonials,/,United States,Bullhead City,1,1,0,15,1,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/,/,United States,Belle Fourche,1,1,1,0,2,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/,/,United States,Hudson,1,1,0,0,1,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/classes,/,United States,Belle Fourche,1,1,0,7,2,2,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/classes,/,United States,Hudson,1,1,0,38,2,2,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/classes,/classes,United States,Havre,1,1,1,38,2,2,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/event-details/adult-contemporary-dance,(not set),United States,Durango,1,1,0,0,0,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/event-details/adult-contemporary-dance,/classes,United States,Havre,1,1,0,3,2,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/event-details/aerial-community-class-youth-adult,(not set),United States,Socorro,1,1,0,6,0,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/event-details/aerial-community-class-youth-adult,/,United States,Hudson,1,1,0,136,6,0,,below
2022-11-15,l.facebook.com / referral,desktop,Safari,English,/event-details/aerial-community-class-youth-adult/ticket-form,/,United States,Hudson,1,1,0,1,1,0,,below
2022-11-15,lm.facebook.com / referral,mobile,Android Webview,English,/no-frills2022,(not set),United States,Catalina Foothills,1,1,0,0,0,0,,below
2022-11-16,(direct) / (none),desktop,Firefox,English,/classes,/videos-performances,United States,Catalina Foothills,1,1,0,159,1,1,,below
2022-11-16,(direct) / (none),desktop,Firefox,English,/videos-performances,/videos-performances,United States,Catalina Foothills,1,1,1,0,1,0,,below
2022-11-16,(direct) / (none),desktop,Safari,English,/event-details/aerial-community-class-youth-adult,/event-details/aerial-community-class-youth-adult,United States,Jerseyville,1,1,0,0,1,0,,below
2022-11-16,(direct) / (none),desktop,Safari,English,/staff,/staff,United States,Jerseyville,1,1,0,0,1,0,,below
2022-11-16,(direct) / (none),mobile,Safari,English,/,/,United States,Etna,1,1,1,0,2,0,,below
2022-11-16,(direct) / (none),mobile,Safari,English,/classes,/,United States,Etna,1,1,0,10,2,2,,below
2022-11-16,facebook.com / referral,desktop,Chrome,English,/,/?fbclid=IwAR1U4nIB8lzbYkrJrCIFJqbJQG1r2KJ2JyYBDWi3btDDiAfQINaGDPuQYAA,United States,Forest City,1,1,1,0,1,0,,below
2022-11-16,facebook.com / referral,desktop,Chrome,English,/%3Ffbclid=IwAR1U4nIB8lzbYkrJrCIFJqbJQG1r2KJ2JyYBDWi3btDDiAfQINaGDPuQYAA,/?fbclid=IwAR1U4nIB8lzbYkrJrCIFJqbJQG1r2KJ2JyYBDWi3btDDiAfQINaGDPuQYAA,United States,Forest City,1,1,0,0,1,0,,below
2022-11-16,google / organic,desktop,Chrome,English,/checkout,/product-page/original-howlin-wolf-band-t-shirt,United States,New York,1,1,0,0,1,0,,below
2022-11-16,google / organic,desktop,Chrome,English,/checkout%3FappSectionParams=%7B%22a11y%22%3Atrue%2C%22cartId%22%3A%2223d05277-38e4-4ce3-9513-5830b95e,/product-page/original-howlin-wolf-band-t-shirt,United States,New York,1,1,0,0,1,0,,below
2022-11-16,google / organic,desktop,Chrome,English,/classes,/classes,United States,Tucson,1,1,1,4,1,1,,below
2022-11-16,google / organic,desktop,Chrome,English,/event-details/winter-start-celebration,/classes,United States,Tucson,1,1,0,85,2,0,,below
2022-11-16,google / organic,desktop,Chrome,English,/product-page/original-howlin-wolf-band-t-shirt,/product-page/original-howlin-wolf-band-t-shirt,United States,New York,1,1,1,62,6,0,,below
2022-11-17,(direct) / (none),desktop,Safari,English,/,(not set),United States,Tucson,1,1,0,0,0,0,,below
2022-11-17,(direct) / (none),desktop,Safari,English,/,/,United States,Tucson,1,1,1,0,2,0,,below
2022-11-17,(direct) / (none),desktop,Safari,English,/classes,/,United States,Tucson,1,1,0,59,2,2,,below
2022-11-17,(direct) / (none),desktop,Safari,English,/classes,/classes,United States,Tucson,1,1,1,29,1,1,,below
2022-11-17,(direct) / (none),desktop,Safari,English,/wish-list,/,United States,Tucson,1,1,0,103,4,2,,below
2022-11-17,(direct) / (none),mobile,Chrome,English,/,/,United States,Phoenix,1,1,1,30,6,0,,below
2022-11-17,(direct) / (none),mobile,Chrome,English,/classes,/,United States,Phoenix,1,1,0,8,2,2,,below
2022-11-17,(direct) / (none),mobile,Chrome,English,/more,/,United States,Phoenix,1,1,0,33,2,0,,below
2022-11-17,facebook.com / referral,desktop,Chrome,English,/,/?fbclid=IwAR2xO2TRNS4WXyqmGe6EYrLNNVR_sSeu4afLT4sgp93fyKzAxtuU-q5hvGE,United States,Altoona,1,1,1,0,1,0,,below
2022-11-17,facebook.com / referral,desktop,Chrome,English,/%3Ffbclid=IwAR2xO2TRNS4WXyqmGe6EYrLNNVR_sSeu4afLT4sgp93fyKzAxtuU-q5hvGE,/?fbclid=IwAR2xO2TRNS4WXyqmGe6EYrLNNVR_sSeu4afLT4sgp93fyKzAxtuU-q5hvGE,United States,Altoona,1,1,0,0,1,0,,below
2022-11-17,google / organic,desktop,Firefox,English,/,/,United States,Tucson,1,1,1,0,2,0,,below
2022-11-17,google / organic,desktop,Firefox,English,/classes,/,United States,Tucson,1,1,0,42,4,4,,below
2022-11-17,google / organic,desktop,Firefox,English,/event-details/adult-lucid-dance,/,United States,Tucson,1,1,0,15,0,0,,below
2022-11-17,google / organic,desktop,Firefox,English,/event-details/community-workshop-into-winter-start-performance-festival,/,United States,Tucson,1,1,0,0,2,0,,below
2022-11-17,google / organic,mobile,Safari,English,/,/,United States,Carney,1,1,1,8,2,0,,below
2022-11-17,google / organic,mobile,Safari,English,/,/,United States,McConnelsville,1,1,1,14,2,0,,below
2022-11-17,google / organic,mobile,Safari,English,/classes,(not set),United States,Onaway,1,1,0,0,0,0,,below
2022-11-17,google / organic,mobile,Safari,English,/classes,/,United States,Carney,1,1,0,8,2,2,,below
2022-11-17,google / organic,mobile,Safari,English,/classes,/,United States,McConnelsville,1,1,0,2,2,2,,below
2022-11-17,l.facebook.com / referral,desktop,Edge,English,/no-frills2022,/no-frills2022?fbclid=IwAR2ZrTA_cCip5fmKNCuchabAJNLQC1TMGr-wmW5-XkOfEUjZFIMQprvd6Zc,United States,Tucson,1,1,1,7,1,0,,below
2022-11-17,l.facebook.com / referral,desktop,Edge,English,/no-frills2022%3Ffbclid=IwAR2ZrTA_cCip5fmKNCuchabAJNLQC1TMGr-wmW5-XkOfEUjZFIMQprvd6Zc,/no-frills2022?fbclid=IwAR2ZrTA_cCip5fmKNCuchabAJNLQC1TMGr-wmW5-XkOfEUjZFIMQprvd6Zc,United States,Tucson,1,1,0,0,1,0,,below
2022-11-18,(direct) / (none),desktop,Chrome,English,/,/,United States,Tucson,1,1,1,104,4,0,,below
2022-11-18,(direct) / (none),desktop,Chrome,English,/classes,/,United States,Tucson,1,1,0,35,2,2,,below
2022-11-18,(direct) / (none),desktop,Chrome,English,/event-details/winter-start-celebration,/,United States,Tucson,1,1,0,25,2,0,,below
2022-11-18,(direct) / (none),desktop,Chrome,English,/event-details/winter-start-celebration/order/4440eef6-ca22-42df-be41-9d4a40324ce6/success,/,United States,Tucson,1,1,0,1,1,0,,below
2022-11-18,(direct) / (none),desktop,Chrome,English,/event-details/winter-start-celebration/ticket-form,/,United States,Tucson,1,1,0,194,1,1,,below
2022-11-18,(direct) / (none),desktop,Safari,English,/classes,/classes,United States,Tucson,1,1,1,6,2,2,,below
2022-11-18,(direct) / (none),mobile,Chrome,English,/,/,United States,Casas Adobes,1,1,1,10,4,0,,below
2022-11-18,(direct) / (none),mobile,Chrome,English,/classes,/,United States,Casas Adobes,1,1,0,25,2,2,,below
2022-11-18,(direct) / (none),mobile,Chrome,English,/event-details/youth-aerial-trapeze-ages-7-11,/,United States,Casas Adobes,1,1,0,34,2,0,,below
2022-11-18,(direct) / (none),mobile,Safari,English,/,/,United States,Durango,1,1,1,8,2,0,,below
2022-11-18,(direct) / (none),mobile,Safari,English,/classes,/,United States,Durango,1,1,0,3,2,2,,below
2022-11-18,google / organic,desktop,Chrome,English,/,/,United States,Catalina Foothills,1,1,1,1,2,0,,below
2022-11-18,google / organic,desktop,Chrome,English,/,/,United States,Tucson,1,1,1,0,4,0,,below
2022-11-18,google / organic,desktop,Chrome,English,/classes,/,United States,Catalina Foothills,1,1,0,50,2,2,,below
2022-11-18,google / organic,desktop,Chrome,English,/staff,/,United States,Tucson,1,1,0,30,2,0,,below
2022-11-18,google / organic,desktop,Firefox,English,/event-details/community-workshop-into-winter-start-performance-festival,(not set),United States,Tucson,1,1,0,0,0,0,,below
2022-11-18,google / organic,mobile,Chrome,English,/,(not set),United States,Catalina Foothills,1,1,0,0,0,0,,below
2022-11-18,google / organic,mobile,Safari,English,/,/,United States,Rexburg,1,1,1,14,4,0,,below
2022-11-18,google / organic,mobile,Safari,English,/classes,/,United States,Rexburg,1,1,0,39,2,2,,below
2022-11-18,google / organic,mobile,Safari,English,/event-details/adult-contemporary-dance,/,United States,Rexburg,1,1,0,41,2,0,,below
2022-11-18,google / organic,mobile,Safari,English,/event-details/aerial-community-class-youth-adult,/,United States,Rexburg,1,1,0,49,2,0,,below
2022-11-18,google / organic,mobile,Safari,English,/nafissa,/photos,United States,Allendale Charter Township,1,1,1,80,3,0,,below
2022-11-18,google / organic,mobile,Safari,English,/photos,/photos,United States,Allendale Charter Township,1,1,0,20,1,0,,below
2022-11-18,google / organic,mobile,Safari,English,/staff,/photos,United States,Allendale Charter Township,1,1,0,13,2,0,,below
2022-11-19,(direct) / (none),desktop,Chrome,English,/,/,United States,Columbus,1,1,1,1,2,0,,below
2022-11-19,(direct) / (none),desktop,Chrome,English,/,/,United States,Tucson,1,1,1,91,3,0,,below
2022-11-19,(direct) / (none),desktop,Chrome,English,/classes,/,United States,Tucson,1,1,0,73,3,3,,below
2022-11-19,(direct) / (none),desktop,Chrome,English,/event-details/winter-start-celebration,/,United States,Tucson,1,1,0,26,0,0,,below
2022-11-19,(direct) / (none),desktop,Chrome,English,/more,/more,United States,Columbus,1,1,1,0,2,0,,below
