Customer_id,Age,Gender,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher
547511,32,0,50.7,6,07/11/21,10.647,2,634,2,0,0
547512,48,0,30.7,3,12/03/21,6.754,1,869,0,0,0
547513,31,1,33.8,4,03/07/21,31.772,0,934,0,1,1
547514,49,0,16.3,7,11/25/21,5.705,3,158,0,0,0
547515,36,0,38,1,01/21/21,38,0,348,2,0,0
547516,38,0,27.4,3,09/09/21,21.92,0,489,0,0,0
547517,58,1,28.4,5,09/19/21,17.608,2,352,0,0,0
547518,26,0,2.1,1,12/27/21,2.1,2,339,1,0,0
547519,62,1,32.1,5,06/19/21,17.334,2,512,0,0,1
547520,44,0,22.1,6,05/18/21,15.912,1,643,0,0,1
547521,54,1,48.3,5,01/27/21,42.021,0,519,0,0,1
547522,19,1,13.4,4,01/01/21,12.06,0,467,0,1,0
547523,20,1,32.3,5,12/13/21,18.411,1,790,1,0,0
547524,49,1,36.5,2,01/26/21,22.63,2,410,0,0,0
547525,51,1,39.5,5,02/25/21,3.95,0,268,0,0,0
547526,40,1,14.6,1,08/23/21,14.6,1,783,0,0,1
547527,37,1,30.8,4,06/27/21,21.868,0,806,3,1,1
547528,33,0,13,6,04/23/21,6.89,3,638,0,0,1
547529,33,1,36.7,5,10/14/21,22.754,1,1001,0,0,0
547530,55,1,11.2,3,01/10/21,7.728,3,306,0,0,0
547531,28,0,39.1,3,02/11/21,24.633,1,121,2,0,0
547532,41,1,59.7,4,03/10/21,29.85,1,282,0,0,0
547533,51,0,59.5,2,11/04/21,54.145,2,570,1,0,0
547534,45,1,18.5,6,03/18/21,16.095,2,985,0,0,0
547535,22,1,28.8,7,11/22/21,4.032,2,250,3,0,1
547536,38,1,12.5,3,07/30/21,8.375,1,292,0,0,0
547537,36,1,9,5,02/04/21,5.67,2,938,1,0,0
547538,20,1,6.6,3,07/04/21,4.026,1,831,1,0,0
547539,46,0,21.4,4,01/23/21,19.474,3,560,0,0,1
547540,59,0,27.9,6,09/15/21,23.157,3,687,3,0,1
547541,20,1,24,3,11/17/21,5.76,1,364,0,0,0
547542,40,0,49.3,6,10/15/21,5.916,1,615,0,0,0
547543,56,1,11.7,3,03/30/21,2.574,1,396,3,0,0
547544,20,0,28.9,7,11/12/21,2.601,2,363,0,1,0
547545,35,1,9.8,1,08/26/21,9.8,1,233,0,0,0
547546,58,1,23.1,7,10/14/21,15.477,1,414,0,0,0
547547,57,1,29,1,07/17/21,29,0,430,3,0,0
547548,46,0,38.5,6,11/24/21,10.01,0,296,1,0,0
547549,43,1,1,5,07/21/21,0.33,3,682,0,0,0
547550,43,1,40.9,4,11/04/21,36.401,0,643,3,0,0
547551,55,1,29,6,09/15/21,6.67,0,1078,0,0,0
547552,18,1,21.6,5,08/13/21,7.56,0,565,0,0,0
547553,48,1,27.7,3,06/05/21,6.648,1,747,1,0,0
547554,35,1,33.7,7,10/17/21,18.872,2,758,0,0,1
547555,49,0,17.4,1,01/15/21,17.4,1,538,0,0,1
547556,56,1,33.1,7,05/15/21,19.529,0,489,1,0,0
547557,22,0,37.1,2,03/23/21,12.614,1,327,0,1,1
547558,29,0,10.8,5,09/10/21,2.7,1,583,1,0,0
547559,39,1,38.2,7,06/06/21,2.674,2,660,0,0,0
547560,46,1,44.5,6,08/14/21,28.48,0,477,1,0,0
547561,46,1,2.5,4,12/01/21,1.475,0,171,0,0,0
547562,58,1,31.5,3,12/27/21,24.885,0,282,2,0,1
547563,56,0,33.3,6,12/29/21,8.325,3,445,3,0,0
547564,38,1,33.7,2,12/07/21,28.982,1,644,3,0,0
547565,47,1,55.7,3,11/29/21,30.078,3,1036,0,0,0
547566,47,0,19.5,6,01/26/21,14.625,1,192,0,0,0
547567,48,0,50.1,6,11/02/21,15.531,1,329,1,0,0
547568,41,0,19.1,3,01/05/21,0.573,3,623,0,0,0
547569,61,1,36.5,3,07/01/21,21.535,1,156,0,0,0
547570,63,1,26.2,6,01/22/21,22.27,0,748,0,1,0
547571,25,1,27.3,3,09/01/21,19.11,3,194,2,0,0
547572,46,1,34.5,7,05/16/21,2.07,0,824,1,0,0
547573,49,0,23.7,7,09/22/21,21.804,1,611,1,0,0
547574,57,1,4.9,1,08/14/21,4.9,3,929,0,0,0
547575,39,1,28.3,2,12/14/21,15.848,1,306,3,0,0
547576,51,1,2.8,6,01/04/21,2.38,0,394,0,1,0
547577,58,1,50.3,1,07/26/21,50.3,2,987,0,0,0
547578,22,0,37.1,2,11/04/21,4.823,0,584,0,0,0
547579,39,1,37.5,5,10/01/21,29.25,1,620,0,0,1
547580,61,0,6.3,4,04/11/21,1.197,2,838,0,0,0
547581,59,1,10.2,4,07/09/21,3.876,2,336,3,0,0
547582,25,1,32.8,7,03/23/21,26.896,3,455,3,1,0
547583,59,1,37.3,3,05/26/21,16.039,0,666,0,0,0
547584,52,0,54.9,4,08/12/21,47.214,3,292,0,0,0
547585,19,1,29.3,7,06/15/21,26.37,0,711,1,1,0
547586,25,1,38.1,7,07/18/21,2.286,2,791,0,0,0
547587,23,1,37.9,1,07/23/21,37.9,1,556,0,0,1
547588,52,1,58.1,5,02/05/21,38.346,1,726,3,0,0
547589,56,1,28.6,2,01/02/21,26.026,1,491,1,0,0
547590,22,1,38.8,3,04/20/21,14.744,1,470,1,0,0
547591,17,1,32.4,1,07/29/21,32.4,0,751,0,0,0
547592,53,1,45.5,4,10/31/21,16.38,2,798,0,1,0
547593,49,0,6.7,3,03/01/21,5.561,2,846,0,0,0
547594,50,1,33.9,3,01/15/21,33.561,1,528,3,1,0
547595,41,1,17.6,4,08/24/21,0.88,1,179,0,0,1
547596,58,0,16.9,5,02/08/21,1.014,0,502,0,0,0
547597,48,1,2.1,6,05/10/21,1.071,2,843,0,0,1
547598,18,0,35.5,3,04/22/21,26.27,0,371,0,0,1
547599,36,0,19.6,7,09/19/21,14.308,1,749,3,0,1
547600,38,1,37.7,6,12/24/21,13.572,0,1006,3,1,0
547601,19,0,53.5,3,03/05/21,36.915,1,482,0,1,0
547602,16,1,54.9,6,03/07/21,46.665,1,850,1,0,0
547603,49,0,54.5,6,12/12/21,41.42,3,626,1,0,0
547604,23,1,4.2,7,03/16/21,2.604,0,427,0,0,0
547605,21,1,39.5,3,07/10/21,32.39,0,143,0,0,1
547606,16,1,7.9,7,08/29/21,7.426,1,955,1,0,0
547607,40,0,6.9,6,02/06/21,0.759,3,1036,0,0,0
547608,35,1,33,1,02/07/21,33,1,538,2,0,0
547609,54,1,32.9,1,03/18/21,32.9,0,205,3,0,0
547610,31,1,30.7,2,01/12/21,7.982,0,760,0,0,1
547611,41,0,34.3,5,03/07/21,22.295,0,1016,1,0,1
547612,32,0,27.6,7,01/11/21,13.248,0,606,0,1,0
547613,30,1,45.9,5,11/21/21,27.081,1,241,1,1,0
547614,41,1,11.4,2,01/29/21,9.12,0,907,1,1,0
547615,60,1,32.7,5,09/30/21,28.449,2,846,2,0,1
547616,54,1,36,7,07/13/21,0.72,1,385,0,0,1
547617,52,1,33.9,2,07/19/21,19.662,0,144,1,0,0
547618,54,1,44.3,7,09/11/21,32.339,3,291,3,0,0
547619,26,1,54.3,7,08/12/21,53.757,3,721,0,0,0
547620,23,0,59.7,1,07/05/21,59.7,0,163,0,0,0
547621,25,0,32.1,4,09/25/21,1.605,3,1060,0,0,0
547622,46,0,20.7,4,05/02/21,13.248,3,663,2,0,0
547623,29,0,54.3,6,10/31/21,42.897,1,718,3,0,1
547624,26,1,37.3,5,05/16/21,27.975,0,522,1,0,0
547625,25,0,17.4,4,02/14/21,12.006,2,725,0,0,0
547626,26,1,8.7,7,08/30/21,5.655,0,1017,1,0,1
547627,55,1,12.5,1,09/22/21,12.5,3,213,1,0,1
547628,43,0,48.3,2,02/10/21,10.626,1,229,0,0,1
547629,22,1,13.4,1,02/14/21,13.4,2,1022,2,0,0
547630,24,1,17.9,2,05/25/21,7.876,0,234,1,0,1
547631,19,1,32.2,5,02/04/21,18.998,0,766,1,0,0
547632,39,1,23.5,4,05/07/21,1.88,1,524,0,0,0
547633,59,1,42.7,5,06/24/21,34.587,0,465,0,0,0
547634,16,0,14.9,2,11/15/21,0.894,1,932,1,0,0
547635,50,1,25.2,4,11/08/21,11.844,1,594,0,0,0
547636,21,1,25.8,5,08/23/21,1.29,2,891,0,0,0
547637,18,1,40.3,7,01/06/21,39.897,1,778,0,0,1
547638,19,0,37.3,4,01/22/21,20.515,0,512,0,0,0
547639,46,0,35.7,4,01/10/21,32.13,3,661,0,0,0
547640,28,1,16.2,1,12/12/21,16.2,1,286,0,0,1
547641,37,1,26.2,6,09/03/21,14.934,3,1038,0,0,0
547642,48,1,33.7,1,07/14/21,33.7,2,191,2,0,0
547643,48,1,39.1,3,12/20/21,25.806,1,329,0,0,1
547644,32,1,37.7,1,02/06/21,37.7,0,961,0,0,0
547645,36,0,50.5,3,07/12/21,10.1,0,379,3,0,0
547646,35,1,26.1,6,07/30/21,6.264,3,483,1,0,0
547647,44,0,50.1,6,07/13/21,13.527,0,283,0,0,0
547648,58,1,9.6,4,01/12/21,1.44,0,505,0,0,1
547649,45,0,40,5,06/27/21,26.8,0,502,0,0,0
547650,21,1,20.4,2,09/13/21,6.324,0,1045,1,0,0
547651,61,0,16.4,4,05/05/21,2.46,1,647,1,0,0
547652,24,1,31.6,2,05/30/21,4.74,2,1039,0,0,0
547653,54,1,11.5,6,05/04/21,7.245,0,547,0,1,0
547654,61,0,2.3,2,10/27/21,0.299,0,770,0,0,1
547655,22,1,48.1,7,09/30/21,7.215,3,360,0,0,0
547656,54,1,36.3,6,11/13/21,29.403,1,780,0,0,1
547657,24,1,15.8,1,05/03/21,15.8,2,211,0,1,0
547658,29,0,17.5,7,02/01/21,5.6,0,890,0,0,1
547659,63,1,20.3,1,05/12/21,20.3,3,283,1,0,0
547660,17,1,30.2,5,02/01/21,4.53,0,745,0,0,0
547661,33,1,30.6,6,02/07/21,25.092,0,495,0,0,0
547662,61,0,34.5,7,01/29/21,6.555,0,1040,0,0,0
547663,46,0,30.4,2,07/15/21,16.416,0,436,0,1,0
547664,26,1,24.7,2,04/23/21,17.29,1,679,0,0,1
547665,20,1,39.3,3,03/30/21,0.786,2,848,0,0,0
547666,41,1,1.2,7,09/28/21,0.792,0,121,1,1,0
547667,46,1,24.2,6,04/15/21,13.068,2,451,0,0,0
547668,18,1,49.1,5,10/07/21,43.208,0,463,0,0,0
547669,19,1,30.2,4,05/19/21,19.328,3,569,0,1,1
547670,62,0,19.8,5,07/29/21,17.424,2,486,3,0,0
547671,61,1,21.9,6,07/10/21,21.462,0,873,3,0,0
547672,16,0,38.2,2,09/02/21,3.82,0,440,0,0,0
547673,42,1,33.6,3,08/10/21,8.064,0,399,3,1,1
547674,61,1,5.5,1,09/14/21,5.5,0,842,1,0,1
547675,60,1,15.9,4,03/25/21,0.636,1,404,1,0,0
547676,35,0,6.3,5,03/09/21,3.591,0,1020,0,1,0
547677,55,0,25.4,7,03/07/21,19.558,2,211,0,0,0
547678,57,0,44.3,6,11/08/21,24.365,3,370,0,1,1
547679,41,1,8.3,5,01/04/21,1.577,2,547,0,0,0
547680,33,1,15.9,4,09/02/21,11.13,0,895,0,0,0
547681,55,1,30.5,3,03/22/21,12.505,0,707,3,1,0
547682,63,0,43.7,3,06/10/21,11.362,2,735,0,0,0
547683,47,1,39.7,3,08/27/21,35.333,0,572,0,0,1
547684,34,1,34.9,3,10/31/21,29.316,2,670,0,0,0
547685,30,1,4.5,3,11/08/21,1.935,3,509,0,0,0
547686,63,0,28.1,6,11/13/21,17.422,1,863,0,1,0
547687,62,1,8.1,6,05/17/21,4.698,1,945,0,1,0
547688,23,1,39.9,4,02/01/21,12.768,1,633,0,0,0
547689,25,0,10.5,3,10/22/21,8.4,3,1046,0,0,0
547690,53,0,31.8,5,05/29/21,30.846,1,253,2,0,1
547691,43,1,7.8,2,08/02/21,3.666,1,412,3,0,0
547692,39,0,29,1,05/16/21,29,1,882,0,0,0
547693,27,0,11.7,4,03/07/21,3.627,0,939,1,0,0
547694,49,1,5.6,1,06/23/21,5.6,1,932,2,0,0
547695,53,1,47.3,5,02/06/21,8.987,1,521,0,0,0
547696,26,0,38.4,7,04/01/21,25.728,1,664,1,0,0
547697,31,1,8.3,4,01/12/21,3.901,0,343,1,0,0
547698,30,0,22.4,4,01/17/21,12.32,2,331,0,0,0
547699,20,1,27.9,2,12/01/21,26.505,2,126,0,0,0
547700,57,1,25.9,4,11/04/21,22.533,0,238,2,1,0
547701,37,1,57.7,4,03/25/21,0.577,1,389,0,0,1
547702,59,1,17.1,4,10/23/21,12.654,1,962,1,0,1
547703,40,0,14.1,2,07/02/21,11.562,1,177,3,0,1
547704,50,0,47.9,5,06/05/21,40.236,0,457,1,0,0
547705,20,1,24.8,7,04/04/21,5.704,3,630,0,0,0
547706,22,1,9.7,4,12/30/21,0.97,1,829,0,0,1
547707,20,1,43.1,1,01/16/21,43.1,0,548,0,0,1
547708,24,1,49.5,2,09/14/21,23.76,2,551,0,0,0
547709,44,1,20.8,5,09/24/21,15.6,0,603,0,0,0
547710,53,1,52.7,7,02/28/21,37.417,1,916,0,0,0
547711,19,1,38.7,2,04/17/21,23.994,1,610,0,0,0
547712,50,1,23.6,4,12/06/21,16.52,0,565,0,0,0
547713,17,1,48.1,5,03/08/21,15.392,0,1022,3,1,0
547714,16,1,29.1,3,01/11/21,14.259,2,476,0,0,0
547715,60,1,17.7,1,02/03/21,17.7,3,277,1,0,0
547716,51,1,49.9,2,12/10/21,28.942,1,454,0,1,0
547717,56,1,35.8,6,03/02/21,4.654,0,134,0,0,0
547718,44,1,24.6,4,10/09/21,4.428,2,939,0,0,1
547719,40,1,10.1,2,09/01/21,1.616,3,978,3,0,0
547720,28,1,35.5,6,03/08/21,24.14,3,141,0,0,0
547721,34,1,55.1,5,04/01/21,44.08,2,560,2,0,0
547722,25,1,39.5,6,03/28/21,1.975,1,460,3,0,0
547723,27,0,34.3,5,12/16/21,12.691,2,216,2,1,0
547724,58,1,51.3,6,11/12/21,42.579,0,926,3,0,0
547725,26,1,13.2,4,12/27/21,11.616,1,319,0,0,0
547726,56,1,49.9,6,04/21/21,27.944,1,453,0,0,0
547727,16,1,33.9,4,10/09/21,1.356,3,963,0,0,0
547728,26,0,2.5,1,08/30/21,2.5,1,241,3,0,0
547729,27,0,48.1,3,07/24/21,9.62,0,256,0,0,0
547730,26,0,0.9,3,06/28/21,0.045,0,979,1,0,0
547731,44,1,50.3,2,03/02/21,40.743,1,871,0,0,0
547732,59,1,46.5,7,01/03/21,20.925,2,1037,0,1,0
547733,20,0,33.2,2,07/01/21,24.236,1,827,2,0,0
547734,18,0,17.8,2,05/10/21,14.062,2,962,2,0,0
547735,53,1,39,4,02/01/21,18.72,3,758,0,0,0
547736,63,1,21.9,7,12/02/21,10.293,3,132,1,0,0
547737,45,1,18.5,5,02/28/21,3.33,0,199,0,0,0
547738,62,0,21.5,5,05/28/21,7.955,2,526,1,0,0
547739,49,0,38.1,1,10/06/21,38.1,1,545,0,0,0
547740,62,1,6.3,5,06/19/21,2.898,1,1071,0,0,0
547741,46,1,13.4,5,08/05/21,5.896,3,796,0,0,0
547742,16,0,49.5,7,09/17/21,34.155,0,771,0,1,0
547743,58,0,16.2,2,12/02/21,14.418,1,1027,3,0,1
547744,35,0,28.2,4,09/15/21,22.56,0,746,0,0,0
547745,53,1,11.6,7,11/13/21,1.044,2,647,0,0,0
547746,42,1,22,2,05/22/21,13.64,1,182,0,0,0
547747,24,1,10,1,01/23/21,10,2,998,2,0,0
547748,26,1,46.7,7,07/04/21,0.934,3,541,0,0,0
547749,16,1,17.6,7,01/15/21,0.88,0,804,0,0,0
547750,52,1,58.7,2,10/27/21,32.285,3,267,0,0,1
547751,61,1,37.6,6,09/04/21,30.456,0,620,1,1,0
547752,16,1,45.7,5,09/06/21,43.415,2,592,0,1,0
547753,17,0,2.4,2,03/03/21,0.096,3,205,0,0,0
547754,43,0,8.5,3,06/07/21,6.46,1,876,1,0,0
547755,39,0,56.7,4,11/14/21,15.309,2,147,0,1,0
547756,30,1,30.7,5,05/27/21,3.684,2,476,1,1,1
547757,44,0,21.4,3,05/19/21,2.782,3,1028,0,0,0
547758,58,1,12.7,6,01/17/21,10.033,1,987,0,0,1
547759,36,1,46.1,1,02/15/21,46.1,0,949,1,0,0
547760,46,1,39.2,6,08/13/21,37.24,0,440,2,1,0
547761,22,1,15.8,6,08/19/21,3.95,0,1027,0,0,0
547762,43,0,38.7,7,08/12/21,27.09,1,128,0,0,0
547763,26,1,21.1,3,11/29/21,1.055,1,844,0,0,0
547764,18,0,20,1,11/25/21,20,1,1054,3,0,1
547765,57,1,13.3,3,06/25/21,5.187,1,1052,1,1,1
547766,58,1,31.9,5,03/15/21,5.742,2,647,0,0,1
547767,33,1,30.2,7,05/14/21,6.342,2,377,0,0,0
547768,55,0,26,3,11/05/21,15.08,0,482,0,0,0
547769,59,0,30.7,1,10/27/21,30.7,0,565,3,0,0
547770,31,1,5,2,01/02/21,2.1,0,209,3,0,0
547771,49,0,36.3,4,06/02/21,7.986,1,981,1,0,0
547772,26,1,37.1,4,03/06/21,36.358,1,398,0,0,0
547773,60,0,17.9,3,09/16/21,14.857,2,652,0,0,0
547774,41,1,34.3,7,12/19/21,22.295,1,219,1,0,0
547775,60,1,30,1,08/07/21,30,0,933,0,0,1
547776,48,0,22.3,6,07/18/21,21.408,0,835,3,0,0
547777,16,0,46.5,3,01/30/21,40.92,3,319,0,0,0
547778,54,1,1.2,5,12/15/21,1.176,2,538,2,0,0
547779,62,1,24.2,6,03/30/21,12.826,0,647,2,0,0
547780,55,1,2.9,3,01/16/21,1.856,0,546,0,0,0
547781,44,0,15.6,3,08/27/21,1.092,1,980,0,0,0
547782,45,1,37,2,07/10/21,32.56,0,123,0,1,0
547783,29,1,35.4,3,07/16/21,29.382,1,766,1,1,1
547784,44,1,11.4,5,07/11/21,4.218,3,647,0,0,0
547785,50,1,56.7,5,05/09/21,52.164,3,181,0,0,0
547786,46,1,58.1,1,10/12/21,58.1,1,1074,1,0,0
547787,21,1,20.5,7,03/17/21,2.665,2,243,0,0,1
547788,17,0,2.3,4,01/15/21,1.357,1,1045,0,0,0
547789,38,0,44.3,7,09/26/21,34.997,0,820,0,0,0
547790,25,0,32.9,7,12/28/21,29.61,2,196,1,0,0
547791,59,1,51.9,3,09/09/21,35.811,3,593,0,1,0
547792,41,0,33.6,1,04/08/21,33.6,1,676,3,0,0
547793,35,1,35.8,3,04/24/21,32.22,0,398,0,1,1
547794,34,1,4.6,4,04/16/21,0.69,1,308,2,0,0
547795,58,1,6.7,7,08/20/21,6.164,1,984,0,0,1
547796,30,1,30,1,07/20/21,30,0,625,0,1,1
547797,54,0,44.7,3,08/13/21,37.101,2,893,0,0,0
547798,18,1,31.3,6,02/15/21,12.52,1,471,0,0,1
547799,59,0,26.7,7,03/17/21,10.947,2,328,1,0,0
547800,16,0,33.5,4,02/04/21,13.4,0,208,0,0,0
547801,19,0,16.6,4,05/20/21,6.806,0,421,0,0,0
547802,27,0,57.1,3,09/25/21,50.819,2,959,0,0,1
547803,17,1,17.6,2,01/05/21,2.288,3,476,0,0,1
547804,54,1,36.7,6,11/05/21,8.074,0,943,0,0,0
547805,40,1,21.5,6,01/13/21,21.07,0,919,0,0,0
547806,31,1,27.2,2,05/10/21,23.664,0,433,0,0,0
547807,44,1,56.5,3,12/14/21,38.985,0,499,0,0,1
547808,21,1,50.1,1,10/16/21,50.1,1,588,0,0,0
547809,49,1,16,2,12/20/21,6.24,0,859,0,0,0
547810,30,1,14.1,3,09/04/21,13.113,2,487,0,0,1
547811,40,1,7.7,7,05/10/21,1.463,0,719,2,0,0
547812,23,1,10.8,5,02/13/21,1.188,1,524,0,0,1
547813,26,0,38,7,02/11/21,4.94,2,460,1,0,0
547814,21,1,28.2,3,04/01/21,4.794,1,628,1,0,0
547815,16,1,30.4,5,12/07/21,10.032,3,1076,0,0,1
547816,51,1,19.4,2,03/01/21,0.582,2,530,1,1,0
547817,30,1,18,1,05/22/21,18,1,545,2,0,0
547818,30,0,23.3,2,06/03/21,3.262,0,616,0,1,0
547819,27,0,39.9,7,12/06/21,5.187,1,851,0,0,0
547820,16,1,54.5,3,04/18/21,49.595,0,304,0,0,0
547821,28,1,39.4,6,02/25/21,1.97,2,364,1,0,1
547822,57,1,12.6,6,10/16/21,6.678,1,401,3,0,0
547823,43,0,31.9,5,10/14/21,27.434,0,353,0,0,1
547824,30,1,1.5,5,04/29/21,0.45,1,326,3,0,0
547825,45,0,37.4,5,05/20/21,4.488,0,467,0,0,0
547826,26,0,11.6,7,12/18/21,7.076,2,826,1,1,0
547827,29,1,16.8,6,10/16/21,11.256,0,594,0,0,1
547828,34,1,26.3,1,09/16/21,26.3,2,715,0,0,0
547829,30,1,29.1,3,04/05/21,7.275,2,757,1,0,0
547830,23,1,57.5,1,11/28/21,57.5,3,474,1,0,0
547831,44,1,15.2,7,02/27/21,5.472,1,533,0,0,0
547832,37,1,28.9,5,01/07/21,16.473,0,672,0,0,0
547833,39,1,49.7,7,07/25/21,48.706,0,158,0,0,0
547834,57,1,30.5,7,09/10/21,1.83,3,203,0,0,0
547835,59,1,36,5,07/10/21,25.2,0,184,0,0,0
547836,16,1,4.7,4,04/10/21,2.82,2,282,0,0,0
547837,53,0,23.6,2,03/15/21,11.328,2,808,0,0,0
547838,25,1,38.2,1,12/28/21,38.2,1,260,0,0,1
547839,21,0,38.3,2,02/06/21,20.299,0,547,0,0,0
547840,62,0,32.7,3,12/05/21,15.696,0,491,1,0,0
547841,58,0,34.5,3,10/01/21,12.075,0,921,1,0,0
547842,18,0,4.4,2,04/19/21,3.96,2,366,0,0,1
547843,16,1,3.5,2,02/17/21,3.185,0,762,1,0,0
547844,20,0,13.5,4,11/23/21,5.13,0,805,3,0,0
547845,50,1,28.5,4,11/28/21,15.675,0,680,0,0,1
547846,46,1,31.9,3,08/26/21,25.839,2,680,3,0,0
547847,54,1,47.1,5,11/25/21,32.97,3,153,1,0,1
547848,18,1,0.7,6,07/30/21,0.469,1,721,0,1,0
547849,35,1,5.6,1,03/11/21,5.6,2,177,0,0,1
547850,24,1,22.1,1,08/17/21,22.1,2,795,3,0,0
547851,44,0,29.9,1,04/23/21,29.9,2,425,3,0,0
547852,51,1,28,3,04/04/21,1.68,3,807,0,0,0
547853,57,1,30.9,2,08/14/21,12.051,3,314,3,0,1
547854,28,0,35.1,1,03/19/21,35.1,2,590,0,0,0
547855,30,1,34.3,3,03/08/21,9.947,2,1011,3,0,0
547856,35,0,12.4,1,03/28/21,12.4,0,890,0,0,0
547857,63,1,6.5,7,11/01/21,0.455,2,611,1,0,0
547858,53,1,5.7,1,10/23/21,5.7,1,699,1,0,0
547859,44,0,40.3,1,09/11/21,40.3,1,275,1,0,1
547860,60,0,16.4,7,08/11/21,14.76,3,718,0,1,0
547861,20,1,21,1,06/30/21,21,1,245,0,0,1
547862,62,1,48.5,1,12/14/21,48.5,2,521,0,0,0
547863,40,1,33.7,3,04/24/21,24.938,3,810,0,1,0
547864,51,1,39.1,4,08/19/21,24.633,1,776,0,0,0
547865,47,1,30.1,7,12/01/21,18.06,0,187,2,0,0
547866,28,1,20.3,4,09/08/21,9.541,3,154,1,0,1
547867,47,0,3.1,1,12/05/21,3.1,1,528,0,0,0
547868,35,1,51.3,1,10/09/21,51.3,2,251,0,0,0
547869,42,1,24.2,1,10/20/21,24.2,1,181,0,0,0
547870,40,0,37.3,7,05/17/21,3.357,1,385,0,0,0
547871,51,1,4.2,6,12/19/21,0.294,1,408,0,0,1
547872,34,1,8.5,3,06/14/21,3.57,1,1035,1,0,1
547873,19,1,20.7,4,06/29/21,11.385,3,774,0,0,0
547874,56,1,47.1,4,01/23/21,40.506,0,1057,0,0,1
547875,41,0,14.3,1,05/05/21,14.3,3,898,1,0,0
547876,59,0,12.7,1,05/28/21,12.7,2,915,0,1,0
547877,37,0,26.5,5,01/28/21,16.96,2,742,2,1,0
547878,19,0,21.8,4,11/18/21,11.336,0,411,0,0,0
547879,24,0,36.7,6,11/13/21,24.589,2,843,0,0,0
547880,51,0,2.4,1,08/06/21,2.4,3,880,0,0,1
547881,61,1,34.4,7,03/05/21,15.48,1,248,0,0,1
547882,37,1,19.9,4,09/28/21,0.398,3,825,1,0,0
547883,44,1,22.5,6,06/03/21,6.975,0,372,0,0,0
547884,53,0,23.7,2,11/05/21,18.012,0,809,0,0,1
547885,52,1,51.5,1,11/10/21,51.5,1,1058,0,0,1
547886,17,1,23.2,4,01/10/21,3.712,3,559,0,0,1
547887,50,1,31,3,10/09/21,23.56,3,1004,0,0,1
547888,35,1,32,6,04/08/21,23.68,2,433,3,0,0
547889,24,1,23.3,5,02/13/21,6.524,3,152,0,0,0
547890,38,1,27.1,6,07/21/21,22.493,1,1046,1,0,1
547891,58,1,0.9,6,12/08/21,0.144,0,788,0,0,0
547892,32,1,28.5,1,10/17/21,28.5,0,349,0,0,0
547893,62,1,38.1,5,04/05/21,32.766,0,865,0,1,0
547894,34,1,27.4,7,05/09/21,17.536,1,237,0,0,1
547895,43,1,16.5,3,02/03/21,10.395,1,691,1,0,0
547896,21,1,27.9,1,01/18/21,27.9,2,477,0,0,0
547897,51,1,9.7,2,09/01/21,5.141,1,255,0,0,0
547898,46,1,36.1,4,09/16/21,18.05,2,188,3,0,0
547899,17,1,34.5,4,06/15/21,16.56,2,798,0,1,0
547900,63,1,20,4,06/10/21,12.8,0,921,1,0,0
547901,50,1,13.8,4,07/14/21,3.726,2,1055,0,0,1
547902,61,1,48.1,6,08/20/21,26.936,1,750,1,0,1
547903,55,1,36.3,5,07/18/21,25.773,3,709,1,0,0
547904,27,1,8.3,6,10/16/21,2.075,0,579,0,1,0
547905,63,1,20.1,3,01/08/21,1.206,0,420,1,0,0
547906,58,1,0.8,1,10/04/21,0.8,1,425,1,0,0
547907,33,1,5.7,3,07/14/21,2.793,1,821,3,0,1
547908,17,0,15.7,1,04/05/21,15.7,3,203,0,0,0
547909,56,1,0.9,6,07/22/21,0.306,1,570,0,0,1
547910,51,1,21.4,2,02/02/21,5.35,3,681,0,0,0
547911,35,1,2.7,5,02/13/21,1.107,1,205,0,0,0
547912,54,1,28.8,3,04/13/21,2.304,0,498,0,1,0
547913,24,1,51.5,4,08/26/21,18.54,2,292,0,0,0
547914,62,1,8.3,6,02/08/21,0.664,0,948,3,0,0
547915,31,1,11.7,2,11/25/21,6.201,1,944,1,1,0
547916,22,1,18.3,2,11/12/21,11.346,1,766,0,1,1
547917,29,0,21.5,4,05/02/21,16.555,3,1010,3,0,0
547918,25,1,21,5,04/22/21,5.88,3,208,0,0,1
547919,49,1,10.5,4,05/05/21,0.105,0,594,0,0,0
547920,34,0,7.8,3,02/09/21,6.396,0,706,0,0,1
547921,32,0,10.2,4,01/10/21,1.734,3,943,1,0,0
547922,43,1,21.5,3,05/25/21,14.405,1,808,2,1,0
547923,55,0,7.6,3,07/21/21,1.292,0,160,0,0,0
547924,48,1,32.2,4,04/07/21,23.184,0,587,0,0,0
547925,38,1,42.9,5,04/15/21,20.163,3,689,0,0,1
547926,42,1,35,6,09/16/21,16.1,1,581,1,0,0
547927,54,1,49.5,3,04/29/21,3.96,2,839,3,0,0
547928,32,1,19.2,4,01/09/21,16.704,3,183,3,0,0
547929,52,0,4.6,7,08/15/21,3.45,3,935,0,0,0
547930,30,0,9,6,10/02/21,8.64,0,238,0,0,0
547931,48,0,8.2,5,05/27/21,1.312,0,1042,0,0,0
547932,34,1,1,3,06/14/21,0.4,2,1020,2,0,0
547933,26,1,33.6,3,08/09/21,26.208,1,984,1,0,1
